text1	text2	score
【ドコモ光】の引越し手続き	琉球 VS 千葉戦をライブ配信	1.33
無料で現地調査、見積もりを実施	命はどっち?～】2週間お試し無料	1.33
リトルツインスターズ洗濯ネット	BIGサイズ保冷トートバッグ	1.33
1/31(月) 13:00 U-NEXTで生配信	無料のBSJapanextで放送	1.33
（公式）税理士ドットコム	WEB限定 マルコとマルオの12日間	1.67
この時期を乗り切りたい人に	山田養蜂場【公式通販サイト】	1.67
フジテレビの最新アニメ配信中	リクシルのカートリッジ通販	1.67
トゥ・ダークネス】2週間無料	【公式】ビズメイツ	1.67
超BIGサイズ洗濯ネット	ジルスチュアートのマルチケース	1.67
1月26日(水)新規開校	3/21(日)12時間一挙放送	1.67
（最新刊）ジャンプ スクエア	60秒でカンタンWeb見積もり	1.67
WEB契約で金利がおトク	12/19 18:00～U-NEXTで生配信	1.67
5/31まで対象コース50,000円割引	VAVAVOOM／韓国コスメ・ネイル	1.67
布団1点あたり税込5,940～	企業連携授業や就職サポート充実	1.67
契約期間３ヶ月の短期プランあり	ハンドメイド商品の販売も楽天	1.67
初期費用18,857円割引	お急ぎの方へ／最短即日開通	1.67
基礎から実践スキルを習得	土壌水分測定器通販／ミスミ	1.67
一流達が惚れ込んだマットレス	夏の特別号の最終締切は8/15	1.67
貴族に転生する】イッキ見	ペットにもやさしい香り	1.67
新作の財布が続々入荷中	GW限定プレゼントキャンペーン	1.67
オンラインで医療保険を相談	アズールレーンシリーズ	1.67
ゴリラクリニックのニキビ治療	投資信託。口座開設料無料	1.67
Wowma／いま話題の通販サイト	ブランド買取の高価買取なら	1.67
【公式】松風／まつエク商材	FXを始めたい初心者の方へ	1.67
ハンドメイド商品の販売も楽天	契約期間３ヶ月の短期プランあり	1.67
本気で痩せたいなら、価格より質	白のジェリーで土台をケア	1.67
秋の感謝祭で今だけ500円	GreenPowder乳酸菌入りが登場	1.67
1月号のオススメ締切日は12/26	＼入会金０円／お申込みはこちら	1.67
券面デザイン着せ替え可能	【1/31まで】アマギフプレゼント	1.67
人気のPCが限定値下げ	新春 大抽選会開催中	1.67
無料体験レッスン実施中	日記や手帳、カレンダーなど	1.67
国内ダイナミックパッケージ	DMM株/業界最安値水準の手数料	1.67
クチュリエ／フェリシモ	3ヵ月通い放題が1日約99円から	1.67
ドコモ光料金シミュレーション	マンション・戸建てタイプ別一覧	1.67
C型20mmレール通販／ミスミ	基礎から実践スキルを習得	1.67
LUXE Journal Vol.7 大草直子	変わらないスタンダード	1.67
SPRING COLLECTION	luxe journal_Vol.5 笹川友里	1.67
初回登録31日間無料お試し	10万円以下で買える即戦力PC	1.67
停電時も約4.5日分電気を使える	HV含め多くの車種に対応	1.67
【枚数限定】クーポン大量配布中	2022年5月／1番人気はどこ？	1.67
王様のブランチ紹介商品	世界初の画面折りたたみPC	1.67
おもちゃん －Ｏｍｏｃｈａｎ－	エステ・脱毛・美容整形などにも	1.67
テレワークに最適な物件探し	送料無料・即日発送も豊富	1.67
初期費用0円 家電・備品付き	未経験でも高収入可	1.67
３６５日営業／ここが最後の砦	まぐろのあたま／通販生活限定	1.67
最新作～過去作まで見放題	YouTubeで話題のビジネス英語	1.67
【BTS出演】MC田中圭・千葉雄大	リピート率93%以上のスキンケア	1.67
リアルとネットで進路をサポート	犯罪予知ユニット】イッキ見	1.67
周囲にバレずに給付金請求	ギフトの品揃えは常時1万点以上	1.67
NECDirect限定モデル多数	レディースバッグなど	1.67
ワンランク上のフィットネス	【公式】住友不動産エスフォルタ	1.67
はじめてのお絵かきタブレット	GESオンライン校	1.67
Huluオリジナルも配信／イッキ見	8/31(火)までのご予約がオススメ	1.67
シーズン1～6が2週間お試し無料	テーブル 通販/SALE商品が多数	1.67
CAPRICIEUX LE'MAGEが最大70%OFF	都市ガス給湯器をかしこく交換	1.67
通塾時間ゼロで2学期先取り準備	6月号のオススメ締切は5/16	1.67
新型コロナ対策実施中	GoToトラベルでお得にレンタカー	1.67
氷室京介60thドキュメンタリー	【セブンネットショッピング】	1.67
フルサポート式スポットコンサル	(GUCCI)が最大3万円割引	1.67
≪最新チェア≫2021夏	WEBで料金シミュレーション	1.67
Rap Battle】ヒプアニ/2週間無料	(SAINT LAURENT)が最大70%OFF	1.67
空気や換気のご相談はダイキンへ	転職決定社数No.1求人サイト	1.67
業務用防犯カメラ/【公式】UEYES	WEB限定/お得なキャンペーン中	1.67
車用芳香剤でニオイを除去	2018年／格安のプロバイダーは？	1.67
対象コースが最大20,000円割引	警察官・消防官を目指すなら	1.67
電気の新規お申込み	管内検査カメラ通販／ミスミ	1.67
保険選びで迷っている方必見	最低価格39.8万円から	1.67
(SUICOKE)が最大70%OFF	フランジナイロンナット／ミスミ	1.67
一般家庭にも対応	ゴリラクリニックのニキビ跡治療	1.67
住友不動産の分譲マンション	価格見直し商品が多数	1.67
リアルタイム一括見積が可能	原作最終巻と一緒にアニメ一気見	1.67
auスマホが毎月最大1,100円割引	劇場版も期間限定配信/2週間無料	1.67
人気書籍が600円分無料で読める	個別プランで無理なく成績アップ	1.67
【公式】チャレンジタッチ3年生	見せて隠して引っ掛けてお片付け	1.67
Hanayume（ハナユメ）／公式	対策バッチリ・オンライン参加可	1.67
大人気のジェリーもお試し	今なら基本料金3ヶ月間無料	1.67
女性も安心なキャッシング2022春	給湯器のプロが親切・丁寧に対応	1.67
簡単ネット注文／度数交換OK	【公式】マイナビ2024	1.67
【スヌーピー】印鑑ケース	最新号を送料無料でお届け	1.67
「調子が良くないな」と思ったら	浴室乾燥機の交換で省エネ＆エコ	1.67
静岡と岡山の旅行なら	菊池風磨主演／2週間お試し無料	1.67
法人カード／ビジネスの即戦力に	海外／国内空港ラウンジサービス	1.67
家族や友人と過ごす年末年始の旅	Z会進学教室／ラポラトリ三島	1.67
\\71,500+税のところ\\24,000+税～	税込963万円～理想の平屋暮らし	1.67
無料マタニティ雑誌に今すぐ応募	目の対策に機能性表示食品	1.67
新規お客さま用お見積もりご確認	すかいらーく公式サイト	1.67
パティシエを目指す高校生の方へ	独立・開業のノウハウを学べる	1.67
旧オーダーボックス・ドットコム	タブレットと人の指導による学び	1.67
ル)】06/03 08:05～ライブ配信	【TWD】シーズン1～10見放題	1.67
スヌーピーのマルチケース	リトルツインスターズ洗濯ネット	1.67
華麗なる人生】2週間お試し無料	蜂蜜と天然果汁の絶妙な味わい	1.67
衣装500着以上／何着着ても無料	アイスショーのチケットが当たる	1.67
全24話イッキ見／初回無料お試し	【再進学】で憧れの業界へ転職	1.67
返済方法は２種類から選べます	auユーザーならおトクな特典多数	1.67
スポーツもニュースもライブTVで	３つの力、だから強い	1.67
来店予約はこちら	税込963万円～理想の平屋暮らし	1.67
見た目も機能も手放さないで	ヨガ気分ブラで背筋ピン	1.67
約8日間お試し無料／送料無料	バイク保険見積比較サイト	1.67
4月講座スタートまだ間に合う	出店をお考えの企業様へ	1.67
乃木坂4期生が昭和歌謡を熱唱	S1全話+S2最新話配信中	1.67
低価格車もトヨタの安心中古車で	個人事業主も加入できるPL保険	1.67
【おトクな夏セール開催中】	充実のコーチ陣が徹底サポート	1.67
疑似ライブ配信で素早く・簡単	導入実績300社以上の	1.67
渋谷 VS 宇都宮戦を生中継	【オープンハウス】2021年最新版	1.67
自信の持てる一歩一歩をサポート	～シベリア先発隊～】イッキ見	1.67
今だけTBCの脱毛が半額	最短25分で融資可能／WEB申込み	1.67
神コスパ 進化したGoogle Pixel	合格まで導く万全のサポート体制	1.67
新発売／1週間お試し初回500円	守るだけじゃたたかえない	1.67
はじめての家族写真	WiMAXスタートキャンペーン	1.67
2021年上半期で人気製品を比較	10/17 16時～U-NEXTで独占生配信	1.67
ムレにくい薄手のシルク仕立て	噂のワキガ対策No.1アイテムとは	1.67
駅直結の全天候型イベント空間	【最大２ヵ月無料キャンペーン】	1.67
お得なセット価格をご紹介	電子漫画10万話以上が無料	1.67
話題の生姜シロップジェリー	2018年までの過去18作をイッキ見	1.67
本編+Huluオリジナルも配信中	公式／トヨタカローラ山形	1.67
氷室京介60thドキュメンタリー	セブンネットショッピング／公式	1.67
全額返金保証実施中	【公式】住友不動産	1.67
水回りのトラブルを【即解決】	【公式HP】24/7ワークアウト	1.67
A2-70 六角ボルト／ミスミ	(A.P.C.)がアウトレット価格	1.67
インフィニティー・ウォー配信中	（旧 能登紙器株式会社）	1.67
ハードディスクが認識しない	名古屋駅徒歩5分/ここが最後の砦	1.67
油圧式パンチャー通販／ミスミ	期間限定/今なら無料でお試し	1.67
一括見積りで2万円以上お得？	独占配信。韓流も見放題イッキ見	1.67
事件ファイル】2週間お試し無料	人気の春夏アイテム多数取り揃え	1.67
2ヵ月無料の乗り換え割実施中	フロアスタッフの業務を軽減	1.67
【最短1時間】即日融資も可能	【アルティモイストライン】	1.67
ストリーマ研究所	人気ギフトセットも豊富	1.67
DHAEPA配合の高濃度サプリ	Chacottのウェアなど	1.67
第1期～最新話、劇場版も見放題	新しい好きを見つけませんか？	1.67
Hanayume（ハナユメ）／公式	四季折々のお勧め国内ツアー	1.67
シリーズ17作品が見放題	ミッキー、バスキアがグッズに	1.67
【がん保険の資料請求はこちら】	鹿児島／公務員・団体職員の転職	1.67
P.G.C.D. カンテサンス	無料カウンセリングはこちらから	2.0
【ベストコスメ多数受賞】	【2021サマーコレクション】	2.0
スペシャルムービー公開中	先行商談受付中	2.0
初回限定80％オフ	出演：佐藤健・渡部篤郎など	2.0
1位は2717票のダントツの得票数	最新／お得に買える情報付き	2.0
【新規工事料無料】	他社NGでも／データ復旧率95.2％	2.0
ゲーム感覚の英会話学習アプリ	最大7,200円キャッシュバック	2.0
注目企業をピックアップ	がん保険ならアフラック	2.0
豊富なラインナップで構成	くもんのドリルでひらがなの練習	2.0
独自の機能で鮮度長持ち	下取り値引きで134,800円	2.0
鑑定区分や刀匠名でも検索できる	8月1日までお得爆発DAY開催	2.0
期間限定スペシャルキャンペーン	梅田・なんば、アクセス抜群	2.0
【カンブリア宮殿】見逃し配信も	予知能力で運命は必然に変わる？	2.0
先着順受付開始	品川イーストシティタワー	2.0
【 ミッキー＆ミニー 】バッグ	【 くまのプーさん 】扇風機	2.0
多くの学生がリクナビを使用	料金・プランの詳細はこちら	2.0
ヒゲのコンプレックスから卒業へ	【今年最後のセール】12／27まで	2.0
クロスの力で揺れ軽減	世界で大ヒット	2.0
千葉県屈指の理想的な住環境	24時間看護体制あり	2.0
同僚に内緒でお金を借りたい方	はじめての不安はここで解消	2.0
男の絶対外さないパンツ選び	今なら対象の方に500Pプレゼント	2.0
